Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	ttr_lemma_chunks_100	ttr_lemma_chunks_200	ttr_form_chunks_100	ttr_form_chunks_200	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_+	verbs_num_pers_dist_Sing+3	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Imp	aux_mood_dist_Ind	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_+	aux_num_pers_dist_Sing+	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	prep_dist_5	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_cc:preconj	dep_dist_ccomp	dep_dist_compound	dep_dist_compound:prt	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:predet	dep_dist_discourse	dep_dist_expl	dep_dist_fixed	dep_dist_flat	dep_dist_goeswith	dep_dist_iobj	dep_dist_list	dep_dist_mark	dep_dist_nmod	dep_dist_nmod:npmod	dep_dist_nmod:poss	dep_dist_nmod:tmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:npmod	dep_dist_obl:tmod	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4	subordinate_dist_5
human/human_1919.conllu	10	225	22.5	5.300518134715026	0.77	0	0.85	0	12.0	10.666666666666666	3.5555555555555554	4.888888888888889	3.5555555555555554	6.666666666666667	0	26.22222222222222	4.444444444444445	0.4444444444444444	2.6666666666666665	2.2222222222222223	14.222222222222221	0	0	8.444444444444445	0	0.6113989637305699	64.28571428571429	35.714285714285715	25.0	75.0	21.05263157894737	15.789473684210526	5.2631578947368425	57.89473684210526	50.0	50.0	14.285714285714286	85.71428571428571	0	100.0	72.72727272727273	0	18.181818181818183	9.090909090909092	37.5	0	0	62.5	2.3	80.0	1.5789473684210527	38.888888888888886	11.11111111111111	16.666666666666668	22.22222222222222	5.555555555555555	0	5.555555555555555	4.0	9.782608695652174	11.2	3.1256830601092895	29	1.25	12	75.0	25.0	0	0	0	0.0	100.0	100.0	0.0	1.3333333333333333	0.8888888888888888	0	4.0	13.333333333333334	1.3333333333333333	1.7777777777777777	1.3333333333333333	10.666666666666666	3.5555555555555554	0	0	7.111111111111111	0	3.5555555555555554	1.7777777777777777	0	6.666666666666667	0	0	0.4444444444444444	0.4444444444444444	0	0	0	0	0	6.666666666666667	0	0.8888888888888888	0	3.111111111111111	1.7777777777777777	3.111111111111111	2.6666666666666665	4.0	0.4444444444444444	0	0	14.222222222222221	4.444444444444445	0	0.4444444444444444	57.142857142857146	42.857142857142854	66.66666666666667	33.333333333333336	1.0	100.0	0	0	0	0
human/human_1170.conllu	4	150	37.5	5.111111111111111	0.72	0	0.73	0	10.666666666666666	16.666666666666668	4.0	2.6666666666666665	5.333333333333333	6.0	0	25.333333333333332	7.333333333333333	0.6666666666666666	2.0	0	10.0	0.6666666666666666	2.0	6.666666666666667	0	0.5185185185185185	60.0	40.0	0	100.0	20.0	20.0	30.0	30.0	50.0	50.0	0	100.0	0	100.0	75.0	0	25.0	0	66.66666666666667	0	0	33.333333333333336	3.0	75.0	2.3	0	40.0	20.0	20.0	10.0	10.0	0	6.25	12.5	21.5	3.0381679389312977	43	1.4285714285714286	14	78.57142857142857	7.142857142857143	7.142857142857143	7.142857142857143	0	0.0	100.0	100.0	0.0	1.3333333333333333	0.6666666666666666	0	4.666666666666667	10.666666666666666	0.6666666666666666	0.6666666666666666	0.6666666666666666	18.0	5.333333333333333	0	0.6666666666666666	2.6666666666666665	0	7.333333333333333	1.3333333333333333	0	5.333333333333333	0	0	0	0	0	0	0	0	1.3333333333333333	12.666666666666666	0	0	0	3.3333333333333335	0.6666666666666666	2.6666666666666665	2.0	4.666666666666667	0	0	0	10.0	2.6666666666666665	0	0	42.857142857142854	57.142857142857146	100.0	0.0	1.0	100.0	0	0	0	0
human/human_1502.conllu	9	182	20.22222222222222	5.67741935483871	0.74	0	0.77	0	7.6923076923076925	11.538461538461538	7.142857142857143	3.8461538461538463	3.2967032967032965	5.4945054945054945	0	26.923076923076923	1.098901098901099	1.6483516483516483	2.197802197802198	0.5494505494505495	14.835164835164836	1.098901098901099	0	12.637362637362637	0	0.6451612903225806	76.92307692307692	23.076923076923077	0	100.0	13.043478260869565	30.434782608695652	13.043478260869565	43.47826086956522	66.66666666666667	33.333333333333336	0	100.0	0	100.0	71.42857142857143	0	28.571428571428573	0	60.0	0	0	40.0	2.7777777777777777	100.0	1.826086956521739	21.73913043478261	21.73913043478261	26.08695652173913	13.043478260869565	17.391304347826086	0	0	4.111111111111111	7.28	8.555555555555555	2.547945205479452	10	1.25	8	87.5	0	12.5	0	0	0.0	100.0	100.0	0.0	1.6483516483516483	0	1.098901098901099	6.593406593406593	10.989010989010989	1.6483516483516483	1.098901098901099	1.6483516483516483	12.637362637362637	3.2967032967032965	0	0	5.4945054945054945	0	4.395604395604396	1.098901098901099	0	5.4945054945054945	0	0	0	0.5494505494505495	0	0	0	0	2.197802197802198	5.4945054945054945	0	1.6483516483516483	0	3.8461538461538463	1.098901098901099	0	1.6483516483516483	5.4945054945054945	0	0.5494505494505495	0	14.835164835164836	4.945054945054945	0	0.5494505494505495	56.25	43.75	85.71428571428571	14.285714285714286	1.0	100.0	0	0	0	0
human/human_1235.conllu	3	172	57.333333333333336	5.076923076923077	0.76	0	0.81	0	8.13953488372093	4.651162790697675	3.488372093023256	2.3255813953488373	2.3255813953488373	5.232558139534884	0	22.674418604651162	5.232558139534884	2.9069767441860463	0	1.1627906976744187	31.976744186046513	0.5813953488372093	0	7.558139534883721	1.744186046511628	0.6324786324786325	100.0	0	0	0	0	7.6923076923076925	53.84615384615385	38.46153846153846	0	0	25.0	75.0	0	100.0	75.0	0	0	25.0	33.333333333333336	0	0	66.66666666666667	4.333333333333333	100.0	1.8461538461538463	9.090909090909092	18.181818181818183	45.45454545454545	18.181818181818183	0	0	9.090909090909092	5.0	13.23076923076923	43.333333333333336	6.815789473684211	81	1.0	3	100.0	0	0	0	0	0.0	100.0	100.0	0.0	0.5813953488372093	0	2.3255813953488373	1.744186046511628	8.13953488372093	8.13953488372093	0.5813953488372093	1.744186046511628	3.488372093023256	2.9069767441860463	0	0	4.651162790697675	0	5.232558139534884	0	0	5.232558139534884	0	0	0	2.3255813953488373	0	0	0	0	3.488372093023256	1.744186046511628	0	0	0	0	1.744186046511628	4.651162790697675	3.488372093023256	2.3255813953488373	0	0	0	31.976744186046513	1.744186046511628	0	1.744186046511628	27.272727272727273	72.72727272727273	87.5	12.5	1.3333333333333333	66.66666666666667	33.333333333333336	0	0	0
human/human_1555.conllu	10	279	27.9	5.210970464135021	0.61	0.58	0.61	0.615	10.75268817204301	11.11111111111111	2.150537634408602	5.376344086021505	2.5089605734767026	8.243727598566307	0	29.39068100358423	0.7168458781362007	2.150537634408602	1.7921146953405018	1.4336917562724014	15.053763440860216	1.075268817204301	0	8.243727598566307	0	0.6118143459915611	76.92307692307692	23.076923076923077	0	100.0	13.043478260869565	17.391304347826086	26.08695652173913	43.47826086956522	33.333333333333336	66.66666666666667	18.181818181818183	81.81818181818181	0	100.0	73.33333333333333	0	13.333333333333334	13.333333333333334	27.272727272727273	0	0	72.72727272727273	2.7	90.0	2.4782608695652173	8.695652173913043	13.043478260869565	30.434782608695652	30.434782608695652	4.3478260869565215	13.043478260869565	0	4.7	10.333333333333334	12.8	2.881057268722467	29	1.0833333333333333	12	91.66666666666667	8.333333333333334	0	0	0	0.0	100.0	100.0	0.0	0.7168458781362007	1.075268817204301	1.075268817204301	2.150537634408602	9.31899641577061	2.150537634408602	1.7921146953405018	2.150537634408602	11.11111111111111	2.5089605734767026	0	0.35842293906810035	8.243727598566307	0	3.942652329749104	1.4336917562724014	0.35842293906810035	8.243727598566307	0	0	0	0.7168458781362007	0.35842293906810035	0	0	0	3.225806451612903	4.659498207885305	0	0	0	2.150537634408602	2.150537634408602	0.35842293906810035	3.225806451612903	6.093189964157706	0	0	0	15.053763440860216	3.5842293906810037	0	1.7921146953405018	39.130434782608695	60.869565217391305	92.85714285714286	7.142857142857143	1.1666666666666667	83.33333333333333	16.666666666666668	0	0	0
human/human_1180.conllu	8	202	25.25	5.416666666666667	0.52	0	0.56	0	13.366336633663366	9.900990099009901	2.4752475247524752	3.4653465346534653	4.455445544554456	12.871287128712872	0	25.742574257425744	2.4752475247524752	0.9900990099009901	0.9900990099009901	0.9900990099009901	10.891089108910892	0.9900990099009901	0.49504950495049505	9.900990099009901	0	0.5888888888888889	88.23529411764706	11.764705882352942	0	100.0	20.0	10.0	5.0	65.0	50.0	50.0	28.571428571428573	71.42857142857143	0	100.0	100.0	0	0	0	28.571428571428573	0	0	71.42857142857143	2.875	87.5	2.4	15.0	20.0	20.0	20.0	10.0	10.0	5.0	4.625	8.782608695652174	14.5	3.4244186046511627	42	1.125	8	87.5	12.5	0	0	0	0.0	100.0	100.0	0.0	1.9801980198019802	0	0.9900990099009901	1.9801980198019802	10.891089108910892	0.49504950495049505	0	1.9801980198019802	10.396039603960396	4.455445544554456	0	0	7.920792079207921	0	5.445544554455446	1.4851485148514851	0	12.871287128712872	0	0	0	0	0	0	0	0	1.9801980198019802	4.455445544554456	0	0	0	3.4653465346534653	1.9801980198019802	1.9801980198019802	2.4752475247524752	5.445544554455446	0	0	0.49504950495049505	10.891089108910892	3.9603960396039604	0	1.9801980198019802	46.666666666666664	53.333333333333336	100.0	0.0	1.1428571428571428	85.71428571428571	14.285714285714286	0	0	0
human/human_2052.conllu	9	255	28.333333333333332	5.95475113122172	0.74	0.6	0.75	0.645	11.764705882352942	14.117647058823529	3.5294117647058822	4.313725490196078	3.1372549019607843	8.627450980392156	0	29.80392156862745	1.9607843137254901	1.5686274509803921	0.7843137254901961	0.39215686274509803	13.333333333333334	0	0	6.666666666666667	0	0.6018099547511312	71.42857142857143	28.571428571428573	0	100.0	29.41176470588235	0	17.647058823529413	52.94117647058823	40.0	60.0	22.22222222222222	77.77777777777777	0	100.0	72.72727272727273	0	9.090909090909092	18.181818181818183	37.5	0	0	62.5	2.2222222222222223	88.88888888888889	2.4705882352941178	17.647058823529413	5.882352941176471	23.529411764705884	17.647058823529413	35.294117647058826	0	0	4.333333333333333	12.75	12.88888888888889	2.9952830188679247	32	1.1875	16	81.25	18.75	0	0	0	0.0	100.0	100.0	0.0	1.1764705882352942	0	0.39215686274509803	3.9215686274509802	10.980392156862745	1.5686274509803921	1.5686274509803921	1.5686274509803921	13.72549019607843	2.7450980392156863	0.39215686274509803	0.39215686274509803	8.627450980392156	0	4.313725490196078	1.1764705882352942	0	8.627450980392156	0	0	0	0.7843137254901961	0	0	0	0	1.1764705882352942	7.0588235294117645	0	0.39215686274509803	0	1.9607843137254901	1.5686274509803921	0.7843137254901961	1.9607843137254901	6.2745098039215685	0	0	0	13.333333333333334	3.5294117647058822	0	0	61.53846153846154	38.46153846153846	60.0	40.0	1.0	100.0	0	0	0	0
human/human_0659.conllu	4	164	41.0	5.507142857142857	0.73	0	0.77	0	7.317073170731708	12.195121951219512	3.048780487804878	2.4390243902439024	0.6097560975609756	7.317073170731708	0	25.609756097560975	1.2195121951219512	3.658536585365854	2.4390243902439024	4.2682926829268295	14.634146341463415	1.2195121951219512	0	12.804878048780488	1.2195121951219512	0.6214285714285714	70.0	30.0	0	100.0	14.285714285714286	19.047619047619047	33.333333333333336	33.333333333333336	33.333333333333336	66.66666666666667	25.0	75.0	0	100.0	75.0	0	0	25.0	33.333333333333336	0	0	66.66666666666667	5.5	100.0	1.9047619047619047	15.0	25.0	15.0	35.0	10.0	0	0	6.25	7.454545454545454	22.5	3.4411764705882355	48	1.0833333333333333	12	91.66666666666667	8.333333333333334	0	0	0	0.0	100.0	100.0	0.0	0.6097560975609756	1.2195121951219512	3.658536585365854	3.048780487804878	9.146341463414634	4.878048780487805	1.2195121951219512	0.6097560975609756	12.195121951219512	0.6097560975609756	0	0.6097560975609756	6.7073170731707314	0	0.6097560975609756	0.6097560975609756	0	7.317073170731708	0	0	0	0.6097560975609756	0	0	0	0	4.878048780487805	7.926829268292683	0	0	0	3.048780487804878	0.6097560975609756	0.6097560975609756	6.097560975609756	4.878048780487805	0	0	0	14.634146341463415	2.4390243902439024	0	1.2195121951219512	23.529411764705884	76.47058823529412	84.61538461538461	15.384615384615385	1.625	50.0	37.5	12.5	0	0
human/human_2860.conllu	27	227	8.407407407407407	5.508196721311475	0.62	0	0.66	0	7.929515418502203	9.691629955947137	2.202643171806167	1.3215859030837005	1.7621145374449338	13.215859030837004	0	29.07488986784141	1.3215859030837005	1.3215859030837005	1.7621145374449338	0	19.383259911894275	1.3215859030837005	0	9.691629955947137	0	0.6065573770491803	12.5	87.5	20.0	80.0	45.45454545454545	45.45454545454545	9.090909090909092	0	30.0	70.0	0	100.0	0	100.0	100.0	0	0	0	66.66666666666667	0	0	33.333333333333336	0.8888888888888888	51.851851851851855	2.0	4.545454545454546	22.727272727272727	45.45454545454545	22.727272727272727	4.545454545454546	0	0	2.5185185185185186	9.458333333333334	4.333333333333333	2.3333333333333335	12	1.2222222222222223	9	88.88888888888889	0	11.11111111111111	0	0	0.0	100.0	100.0	0.0	1.3215859030837005	0	1.7621145374449338	2.202643171806167	7.048458149779735	0.8810572687224669	0.44052863436123346	0	9.691629955947137	1.7621145374449338	0	0	5.726872246696035	0	1.3215859030837005	0.8810572687224669	0	12.334801762114537	0	0	0	0	0	0	0	0	2.643171806167401	4.845814977973569	0	0.8810572687224669	0	3.5242290748898677	0	0.44052863436123346	7.048458149779735	2.202643171806167	0.44052863436123346	0	0.44052863436123346	19.383259911894275	11.894273127753303	0	0.8810572687224669	63.63636363636363	36.36363636363637	100.0	0.0	1.0	100.0	0	0	0	0
human/human_1252.conllu	5	233	46.6	5.292079207920792	0.65	0.52	0.69	0.565	8.15450643776824	12.017167381974248	1.2875536480686696	3.004291845493562	2.575107296137339	9.44206008583691	0	33.047210300429185	2.1459227467811157	0.8583690987124464	2.575107296137339	0.4291845493562232	13.304721030042918	2.1459227467811157	0	9.012875536480687	0	0.599009900990099	80.0	20.0	0	100.0	23.80952380952381	14.285714285714286	14.285714285714286	47.61904761904762	100.0	0	16.666666666666668	83.33333333333333	0	100.0	85.71428571428571	0	0	14.285714285714286	50.0	0	0	50.0	4.6	80.0	2.3333333333333335	19.047619047619047	19.047619047619047	28.571428571428573	4.761904761904762	9.523809523809524	9.523809523809524	9.523809523809524	6.2	10.130434782608695	21.8	3.517766497461929	30	1.0714285714285714	14	92.85714285714286	7.142857142857143	0	0	0	0.0	100.0	100.0	0.0	1.2875536480686696	1.2875536480686696	1.7167381974248928	1.2875536480686696	9.012875536480687	1.7167381974248928	1.2875536480686696	0.8583690987124464	12.017167381974248	2.575107296137339	0	0.8583690987124464	10.729613733905579	0	3.004291845493562	0.8583690987124464	0	9.44206008583691	0	0	0	0.4291845493562232	0	0	0	0	3.004291845493562	6.437768240343348	0	0.4291845493562232	0	3.8626609442060085	1.2875536480686696	1.2875536480686696	4.291845493562231	5.150214592274678	0	0	0	13.304721030042918	2.1459227467811157	0	0.4291845493562232	22.22222222222222	77.77777777777777	50.0	50.0	1.1666666666666667	83.33333333333333	16.666666666666668	0	0	0
human/human_0344.conllu	7	160	22.857142857142858	4.885496183206107	0.69	0	0.72	0	10.0	12.5	3.75	1.25	1.875	9.375	0	21.25	2.5	0.625	3.125	5.625	18.125	1.875	0	8.125	0	0.5954198473282443	50.0	50.0	42.857142857142854	57.142857142857146	53.84615384615385	0	15.384615384615385	30.76923076923077	71.42857142857143	28.571428571428573	0	100.0	0	100.0	100.0	0	0	0	0	0	0	100.0	2.142857142857143	57.142857142857146	2.0	15.384615384615385	7.6923076923076925	46.15384615384615	23.076923076923077	7.6923076923076925	0	0	4.428571428571429	10.666666666666666	11.285714285714286	3.3629032258064515	19	1.3333333333333333	6	66.66666666666667	33.333333333333336	0	0	0	0.0	100.0	100.0	0.0	0.625	0.625	1.875	3.125	8.75	2.5	0	0	11.25	1.875	0	0.625	6.25	0.625	2.5	1.25	0	9.375	0	0	0	0.625	0	0	0	0	1.875	5.0	0	0.625	0	4.375	0	0.625	3.125	6.25	0	0	2.5	18.125	4.375	0	1.25	33.333333333333336	66.66666666666667	100.0	0.0	1.6	80.0	0	0	20.0	0
human/human_0303.conllu	7	226	32.285714285714285	5.224043715846994	0.74	0	0.79	0	8.4070796460177	6.1946902654867255	2.6548672566371683	3.5398230088495577	5.3097345132743365	5.3097345132743365	0.4424778761061947	25.663716814159294	2.2123893805309733	3.0973451327433628	3.982300884955752	1.7699115044247788	19.02654867256637	1.3274336283185841	0	7.522123893805309	3.5398230088495577	0.5683060109289617	44.44444444444444	55.55555555555556	0	100.0	29.41176470588235	5.882352941176471	41.1764705882353	23.529411764705884	40.0	60.0	16.666666666666668	83.33333333333333	0	100.0	87.5	0	0	12.5	71.42857142857143	0	0	28.571428571428573	2.5714285714285716	100.0	3.0588235294117645	11.764705882352942	5.882352941176471	17.647058823529413	23.529411764705884	17.647058823529413	17.647058823529413	5.882352941176471	4.857142857142857	12.555555555555555	19.571428571428573	3.2954545454545454	33	1.0	8	100.0	0	0	0	0	0.0	100.0	90.9090909090909	9.090909090909092	0.8849557522123894	0.4424778761061947	1.3274336283185841	3.982300884955752	7.964601769911504	2.6548672566371683	1.7699115044247788	1.3274336283185841	6.6371681415929205	5.3097345132743365	0	0.4424778761061947	7.522123893805309	0	7.079646017699115	0.4424778761061947	0	5.3097345132743365	0	0.4424778761061947	0.8849557522123894	0.4424778761061947	0	1.3274336283185841	0	0	3.0973451327433628	3.5398230088495577	0	0.4424778761061947	0	3.5398230088495577	1.3274336283185841	2.6548672566371683	2.6548672566371683	3.0973451327433628	0	0	0.8849557522123894	19.02654867256637	3.0973451327433628	0	0.4424778761061947	43.75	56.25	77.77777777777777	22.22222222222222	1.0	100.0	0	0	0	0
human/human_1532.conllu	7	222	31.714285714285715	5.544502617801047	0.79	0	0.83	0	15.765765765765765	9.00900900900901	3.1531531531531534	3.6036036036036037	3.1531531531531534	3.1531531531531534	0	35.585585585585584	1.8018018018018018	1.8018018018018018	0.45045045045045046	0.45045045045045046	13.963963963963964	0.9009009009009009	0	7.207207207207207	0	0.7225130890052356	71.42857142857143	28.571428571428573	0	100.0	12.5	18.75	37.5	31.25	100.0	0	0	100.0	0	100.0	87.5	0	12.5	0	42.857142857142854	0	0	57.142857142857146	2.4285714285714284	100.0	2.4375	12.5	6.25	31.25	25.0	25.0	0	0	5.285714285714286	13.058823529411764	16.142857142857142	3.3532608695652173	37	1.0909090909090908	11	90.9090909090909	9.090909090909092	0	0	0	0.0	100.0	100.0	0.0	0.9009009009009009	0	0.9009009009009009	3.1531531531531534	14.414414414414415	0.9009009009009009	2.7027027027027026	0.45045045045045046	8.558558558558559	3.1531531531531534	0	0	15.765765765765765	0	4.504504504504505	0.45045045045045046	0.45045045045045046	3.1531531531531534	0	0	0	1.8018018018018018	0	0	0	0	2.2522522522522523	5.405405405405405	0	0	0	2.7027027027027026	0.45045045045045046	0.9009009009009009	5.405405405405405	3.1531531531531534	0	0	0	13.963963963963964	3.1531531531531534	0	1.3513513513513513	46.666666666666664	53.333333333333336	87.5	12.5	1.1428571428571428	85.71428571428571	14.285714285714286	0	0	0
human/human_2560.conllu	10	374	37.4	5.785714285714286	0.69	0.635	0.73	0.68	8.288770053475936	9.893048128342246	6.149732620320855	3.7433155080213902	5.080213903743315	4.81283422459893	0.26737967914438504	21.925133689839573	2.9411764705882355	1.6042780748663101	4.010695187165775	3.2085561497326203	17.647058823529413	1.0695187165775402	0.26737967914438504	7.754010695187166	1.3368983957219251	0.5746753246753247	66.66666666666667	33.333333333333336	0	100.0	17.24137931034483	31.03448275862069	27.586206896551722	24.137931034482758	80.0	20.0	20.0	80.0	0	100.0	85.71428571428571	0	7.142857142857143	7.142857142857143	66.66666666666667	0	0	33.333333333333336	3.3	70.0	2.9655172413793105	3.5714285714285716	0	39.285714285714285	17.857142857142858	21.428571428571427	17.857142857142858	0	5.8	11.333333333333334	26.3	3.6454849498327757	64	1.0625	16	93.75	6.25	0	0	0	7.142857142857143	92.85714285714286	100.0	0.0	0.26737967914438504	1.3368983957219251	1.0695187165775402	6.149732620320855	7.219251336898396	4.010695187165775	1.3368983957219251	1.3368983957219251	9.358288770053475	5.347593582887701	0.26737967914438504	0.5347593582887701	3.7433155080213902	0	6.149732620320855	1.0695187165775402	0	4.81283422459893	0	0.26737967914438504	0	0.5347593582887701	0	0.26737967914438504	0	0	2.406417112299465	4.545454545454546	0.8021390374331551	1.0695187165775402	0	3.4759358288770055	1.0695187165775402	1.0695187165775402	3.7433155080213902	4.81283422459893	0	0	0.5347593582887701	17.647058823529413	2.6737967914438503	0	1.0695187165775402	30.434782608695652	69.56521739130434	87.5	12.5	1.1428571428571428	92.85714285714286	0	7.142857142857143	0	0
human/human_2615.conllu	10	267	26.7	5.273972602739726	0.69	0.555	0.76	0.6	12.359550561797754	8.239700374531836	4.49438202247191	4.119850187265918	2.247191011235955	7.49063670411985	0	22.471910112359552	4.49438202247191	2.9962546816479403	2.247191011235955	1.8726591760299625	17.97752808988764	1.1235955056179776	0.37453183520599254	7.49063670411985	0	0.593607305936073	37.5	62.5	0	100.0	25.0	25.0	35.0	15.0	40.0	60.0	0	100.0	0	100.0	90.9090909090909	0	9.090909090909092	0	50.0	0	0	50.0	2.6	100.0	2.5	5.0	5.0	50.0	15.0	25.0	0	0	4.5	10.26923076923077	13.7	3.287081339712919	36	1.0833333333333333	12	91.66666666666667	8.333333333333334	0	0	0	0.0	100.0	86.66666666666667	13.333333333333334	0.7490636704119851	0.37453183520599254	1.8726591760299625	4.868913857677903	10.112359550561798	2.247191011235955	0.7490636704119851	1.1235955056179776	7.865168539325842	2.247191011235955	0	0.7490636704119851	6.741573033707865	0	2.247191011235955	2.247191011235955	0.7490636704119851	7.49063670411985	0	0	0.7490636704119851	1.1235955056179776	0	0	0	0	3.745318352059925	4.868913857677903	0	0.37453183520599254	0	3.745318352059925	1.1235955056179776	3.3707865168539324	3.745318352059925	2.247191011235955	0	0	0.37453183520599254	17.97752808988764	3.745318352059925	0	0.37453183520599254	41.666666666666664	58.333333333333336	78.57142857142857	21.428571428571427	1.2727272727272727	72.72727272727273	27.272727272727273	0	0	0
human/human_3295.conllu	8	199	24.875	4.661290322580645	0.56	0	0.61	0	8.542713567839195	15.075376884422111	5.025125628140704	8.040201005025125	4.522613065326633	10.552763819095478	0	26.633165829145728	1.5075376884422111	2.0100502512562812	1.5075376884422111	1.0050251256281406	6.532663316582915	0	0	9.045226130653266	0	0.5376344086021505	80.0	20.0	0	100.0	11.11111111111111	0	16.666666666666668	72.22222222222223	100.0	0	15.384615384615385	84.61538461538461	0	100.0	75.0	6.25	6.25	12.5	41.666666666666664	0	0	58.333333333333336	2.5	100.0	3.2222222222222223	0	11.11111111111111	16.666666666666668	27.77777777777778	27.77777777777778	16.666666666666668	0	5.0	9.95	12.5	2.646067415730337	20	1.5714285714285714	14	71.42857142857143	7.142857142857143	14.285714285714286	7.142857142857143	0	0.0	100.0	92.3076923076923	7.6923076923076925	0.5025125628140703	0	1.5075376884422111	5.527638190954774	7.035175879396985	0.5025125628140703	4.0201005025125625	3.0150753768844223	15.577889447236181	4.522613065326633	0	0	3.5175879396984926	0	4.0201005025125625	1.0050251256281406	0	10.552763819095478	0	0	0.5025125628140703	0	0	0	0	0	1.0050251256281406	10.552763819095478	0	0	0	3.5175879396984926	3.0150753768844223	0.5025125628140703	3.0150753768844223	4.522613065326633	0	0	0	6.532663316582915	4.0201005025125625	0	1.5075376884422111	61.53846153846154	38.46153846153846	100.0	0.0	1.25	75.0	25.0	0	0	0
human/human_3258.conllu	8	173	21.625	5.755244755244755	0.63	0	0.73	0	4.046242774566474	6.936416184971098	1.1560693641618498	3.468208092485549	4.624277456647399	6.358381502890174	0	32.369942196531795	3.468208092485549	0.5780346820809249	1.1560693641618498	12.716763005780347	17.341040462427745	0	0	5.202312138728324	0.5780346820809249	0.6713286713286714	75.0	25.0	0	100.0	11.11111111111111	44.44444444444444	11.11111111111111	33.333333333333336	100.0	0	25.0	75.0	0	100.0	66.66666666666667	0	16.666666666666668	16.666666666666668	50.0	0	0	50.0	1.5	62.5	2.0	22.22222222222222	11.11111111111111	22.22222222222222	33.333333333333336	11.11111111111111	0	0	4.375	14.416666666666666	9.375	2.5925925925925926	17	1.2857142857142858	7	71.42857142857143	28.571428571428573	0	0	0	0.0	100.0	83.33333333333333	16.666666666666668	1.7341040462427746	0.5780346820809249	0	1.7341040462427746	3.468208092485549	2.3121387283236996	1.1560693641618498	0.5780346820809249	7.514450867052023	4.624277456647399	0	0	17.341040462427745	0	6.936416184971098	1.7341040462427746	0	6.358381502890174	0	0	0.5780346820809249	0	3.468208092485549	0	0	0.5780346820809249	1.1560693641618498	5.202312138728324	0	0	0	2.8901734104046244	0.5780346820809249	2.8901734104046244	1.7341040462427746	2.3121387283236996	0	0	0	17.341040462427745	4.624277456647399	0	0.5780346820809249	41.666666666666664	58.333333333333336	100.0	0.0	1.0	100.0	0	0	0	0
